2
187
1
1
2
20
4
1	
0	
Tipo_Ib
Tipo_NaoIb
-8.65334	2.6448	-2.07355	-8.32751	-17.2367	5.67703	3.99599	-22.0539	3.41386	1.81792	-7.45572	-0.852846	-19.3752	-20.08	9.95423	2.00933	-3.94094	4.42532	10.4699	9.28865	
-2.62049	-0.559418	16.0018	6.99854	3.54849	2.67615	0.291472	3.85215	3.01433	-2.71389	4.63176	0.273418	5.09315	1.14003	0.0218395	4.86163	1.25405	1.49417	-1.00892	6.64318	
0.900602	-0.558669	14.6141	4.50136	4.285	1.65081	0.0763225	9.512	2.83573	-2.58484	4.65416	2.09771	4.46074	2.39421	0.740189	4.64485	1.46775	1.40581	-1.564	3.20743	
4.30513	-0.442304	11.6397	2.13672	4.85917	0.654181	0.0742174	14.7963	2.64746	-2.34773	4.10719	3.99653	3.59398	3.80161	1.54115	4.37595	1.5482	1.26873	-2.19393	-0.0966989	
7.12528	-0.553694	8.21763	-0.180291	5.30417	-0.366723	0.137299	19.486	2.34496	-2.09478	3.36821	5.99345	2.53298	5.00273	1.91451	4.19725	1.80738	1.28297	-2.50538	-3.14826	
9.59963	-0.542264	5.47348	-2.07184	5.56504	-1.11157	0.109326	23.4815	2.19208	-1.88372	3.0149	7.59946	1.62763	5.90907	2.00761	3.83145	2.02256	1.17071	-2.71935	-6.0301	
11.181	-0.691653	4.09473	-3.80351	5.66071	-1.75856	0.259366	26.1366	2.09263	-1.77315	2.88173	8.71939	0.594753	6.59448	1.65989	3.66898	2.05985	1.26581	-2.80514	-8.65637	
12.1476	-0.724733	4.1347	-5.27937	5.20098	-2.46866	0.297468	27.0853	2.15493	-1.75621	3.00689	9.20931	-0.487156	7.09967	1.06788	3.25021	1.88592	1.23985	-2.5982	-11.0865	
12.8396	-0.844535	4.96205	-6.47828	4.391	-2.94144	0.435447	26.3392	2.33036	-1.61322	3.5631	8.92158	-1.25576	7.17908	-0.0523216	3.04319	1.63208	1.18437	-2.45173	-13.0246	
12.977	-1.00096	5.43644	-7.28583	3.27895	-3.21829	0.460521	23.8834	2.51097	-1.70247	3.94008	8.21695	-1.91075	7.00188	-0.970353	2.71599	1.32624	1.07599	-2.17532	-14.1955	
12.7933	-1.16599	5.04306	-7.7525	2.06655	-3.4477	0.565714	20.4277	2.66888	-1.69933	3.92517	7.26285	-2.26329	6.65835	-1.85507	2.53251	1.2037	0.911336	-1.71217	-14.5215	
12.4144	-1.44409	3.60747	-8.00537	0.786177	-3.51562	0.658772	15.582	2.5784	-1.44033	3.76769	6.25233	-2.21055	6.02406	-2.60371	2.24207	1.0538	0.802006	-1.50459	-14.1934	
11.8951	-1.64365	2.09546	-7.96704	-1.06456	-3.75648	0.718113	10.1791	2.61762	-0.933265	3.46798	5.12803	-1.82153	5.17596	-3.17245	1.76603	1.20888	0.567001	-1.33241	-13.151	
11.155	-1.86897	1.55845	-7.68338	-3.11002	-4.03832	0.596067	3.7796	2.40993	-0.047573	3.42337	3.78354	-0.889619	4.02913	-3.32829	1.3106	1.104	0.504267	-1.21846	-11.9907	
10.2448	-2.08808	2.54876	-7.49693	-5.7313	-3.91999	0.589502	-3.31945	2.17826	1.02665	3.42928	2.52196	0.118736	2.59244	-3.59369	0.931141	1.02085	0.214713	-0.9578	-10.6287	
8.79915	-2.21252	2.95275	-7.20568	-8.65743	-3.94455	0.585951	-10.8115	1.96708	2.61302	3.49305	1.66231	1.55121	1.11756	-3.53519	0.415589	1.0901	0.0524592	-0.883088	-8.95672	
7.05689	-2.1868	2.37257	-6.96006	-11.6974	-3.84239	0.526294	-17.8211	1.71504	4.59033	3.1294	1.24457	2.77314	-0.372666	-3.33679	0.0925346	1.3837	-0.24905	-0.743798	-6.82062	
4.84247	-2.12577	2.89746	-7.12577	-14.5469	-3.48891	0.381613	-24.1797	1.21678	6.39093	3.05435	1.04348	4.05234	-1.77802	-3.04933	-0.276549	1.5321	-0.324257	-0.487343	-4.56208	
2.67029	-1.83518	3.29984	-7.18687	-17.2983	-2.85817	0.256826	-29.2956	1.01991	8.35798	2.84454	1.18214	5.05676	-3.13043	-3.15857	-0.617063	1.78977	-0.163595	-0.152348	-2.21824	
0.106038	-1.37814	3.59035	-7.26187	-19.4099	-2.02744	0.31519	-33.0553	0.724584	9.92389	2.49907	1.46104	5.63099	-4.27241	-3.06002	-0.848335	1.97584	-0.24609	0.299561	0.218602	
-1.99618	-0.976461	3.60791	-7.48236	-20.906	-1.0931	0.186157	-35.2825	0.327413	11.1129	2.44469	2.01441	6.03151	-5.28125	-3.19029	-0.789554	2.17877	-0.0158474	0.782562	2.94979	
-4.26077	-0.586556	3.67215	-7.78887	-21.8433	-0.0855604	0.254995	-35.9819	0.118676	11.9448	2.23591	2.72607	6.13374	-6.0137	-3.39128	-0.759076	2.36182	0.130896	1.31398	5.32582	
-6.04806	-0.325626	3.46365	-8.02419	-21.8871	0.895089	0.102937	-35.2581	-0.236257	12.2334	2.16844	3.45485	5.89966	-6.66415	-3.75014	-0.786072	2.4145	0.412275	1.88238	7.58374	
-7.56547	-0.0025216	3.30815	-7.99669	-21.3663	1.46222	0.288318	-33.445	-0.553671	12.0423	2.10228	4.14618	5.86629	-6.96195	-4.08247	-0.78165	2.47709	0.710209	2.58276	9.51215	
-8.96279	0.0889207	2.96702	-8.16327	-20.4152	1.66394	0.257892	-30.7255	-0.919442	11.6573	2.05892	5.0374	5.80373	-6.89715	-4.27647	-0.75955	2.57106	0.934603	2.89083	11.0917	
-9.50568	-0.152962	2.49765	-8.07215	-19.113	1.64664	0.195783	-27.7211	-1.26934	10.8665	2.14879	5.89251	5.53629	-6.63676	-4.17293	-0.814491	2.34112	1.15719	3.13736	11.998	
-9.90551	-0.205584	2.32143	-7.96766	-17.9266	1.17157	0.30493	-25.2809	-1.50055	10.1182	2.20264	6.58662	5.32436	-6.1711	-4.20375	-0.917613	2.10582	1.2707	3.36481	12.6543	
-10.1046	-0.538627	1.93074	-7.87403	-16.8098	0.492222	0.216821	-23.4309	-1.50377	9.55865	2.46617	7.24826	4.89943	-5.54853	-3.93434	-1.28522	1.90804	1.37471	3.34354	12.589	
-9.9847	-0.60429	1.64596	-7.9864	-16.1731	-0.233262	0.337993	-22.3982	-1.34952	9.02543	2.59302	7.49645	4.1451	-5.01746	-3.93683	-1.40205	1.66301	1.37707	3.24109	12.2594	
-9.59604	-0.723241	1.57641	-7.93779	-15.6368	-1.03136	0.238369	-21.8585	-1.12824	8.53179	2.61811	7.35666	3.42777	-4.33318	-3.83539	-1.38211	1.54518	1.37691	3.0936	11.4891	
-9.14995	-0.586798	1.62133	-7.7891	-15.1314	-1.73443	0.312594	-21.0612	-0.740184	8.44492	2.74712	6.75902	2.50756	-3.66883	-3.77614	-1.22557	1.17746	1.42133	2.66206	10.5723	
-8.47761	-0.623555	1.87385	-7.5966	-14.3914	-2.25861	0.257116	-19.4653	-0.255951	8.45287	2.7379	5.70972	1.49762	-2.56158	-3.943	-1.06029	1.05357	1.53601	2.21647	9.6175	
-7.63706	-0.445922	2.22144	-7.04589	-13.3917	-2.64562	0.264557	-16.4525	0.219708	8.4631	2.65609	4.48983	0.715023	-1.45618	-4.14195	-0.731192	0.795775	1.54027	1.76585	8.63769	
-6.29416	-0.223872	2.28273	-5.98156	-11.7732	-2.8857	0.321508	-12.0102	0.766698	8.62089	2.60632	3.06162	0.222036	-0.140024	-4.42403	-0.586139	0.416202	1.599	1.28027	7.83031	
-4.9076	-0.0987427	2.20326	-4.5969	-9.52824	-2.57085	0.334636	-6.55142	1.05027	8.77413	2.38997	1.44675	0.217515	1.31049	-4.87135	-0.205591	0.156976	1.69199	0.771143	7.28724	
-3.40596	-0.0108546	2.22921	-2.69986	-7.18485	-2.46303	0.30036	-0.63789	1.14126	8.93625	1.97895	-0.00444059	0.367224	2.77522	-4.91264	-0.13507	-0.0921689	1.61366	0.161502	6.52882	
-1.62744	-0.261904	1.83958	-0.793193	-5.1107	-1.94123	0.1437	5.13772	0.936187	8.85213	1.64782	-1.17117	1.09561	3.92921	-5.01378	-0.306921	-0.485272	1.47626	-0.264114	5.85838	
0.124475	-0.451084	1.37649	1.31113	-3.23361	-1.67796	0.101371	9.53276	0.743204	8.8909	1.25793	-2.14639	2.05363	4.78891	-4.81741	-0.430624	-0.823956	1.2709	-0.46376	5.16896	
1.74542	-0.960438	0.87007	3.23932	-1.91058	-1.65471	0.0734287	12.3995	0.136783	8.59736	0.93346	-2.62719	3.18907	5.25753	-4.56263	-0.619944	-1.2663	0.984895	-0.862395	3.97685	
3.19343	-1.53974	0.523767	4.95369	-1.14925	-1.56161	0.0412525	13.2783	-0.366316	8.58978	0.701472	-2.95171	4.37903	5.21528	-3.99073	-1.01133	-1.55196	0.805139	-0.918362	2.81136	
4.34008	-2.21669	0.262544	6.32195	-1.18819	-1.8274	0.00831585	12.2723	-0.876291	8.34667	0.480498	-3.01381	5.1986	4.6835	-3.43559	-1.18735	-1.78629	0.591213	-1.02362	1.355	
4.86073	-2.79369	0.222776	7.05648	-1.44772	-1.89763	-0.126021	9.8409	-1.29023	7.91027	0.404889	-3.06209	5.43556	3.98062	-3.03596	-1.40221	-1.9613	0.400233	-0.941802	0.114405	
4.86217	-3.05974	0.266246	7.38113	-1.95658	-2.02368	0.0516685	7.05653	-1.4911	7.27297	0.554614	-2.96497	5.47423	2.90246	-2.35391	-1.49531	-2.0703	0.299207	-0.713349	-0.831336	
4.32318	-3.41371	0.485873	7.01997	-2.55835	-2.00199	0.0888009	3.9442	-1.43184	6.51036	0.383761	-2.79746	4.93112	1.65278	-1.98486	-1.48919	-1.97758	0.125824	-0.473086	-1.48221	
3.25638	-3.46672	0.635836	6.47168	-2.89875	-2.07116	0.217964	1.22277	-1.32937	5.62586	0.395279	-2.84842	4.09299	0.531343	-1.70288	-1.17615	-1.72886	0.0664654	-0.242144	-1.84985	
2.31559	-3.14184	0.764522	5.62603	-2.70428	-1.88507	0.279454	-0.384021	-0.855125	4.48488	0.439074	-2.86558	3.18126	-0.31314	-1.32971	-0.974548	-1.56084	0.209079	-0.105417	-1.69104	
1.31532	-2.96208	0.698382	4.57643	-2.26737	-1.60098	0.371364	-0.921649	-0.435748	3.1649	0.232085	-2.80253	1.90478	-0.862247	-1.10785	-0.797321	-1.0575	0.146352	0.103749	-1.09721	
